order_id,customer_id,restaurant_id,dish,staff_id,city,order_date,quantity,price,discount,total_amount,profit,loss,frequency,last_order_days,churn,rating
ORDER_452,CUST_43,REST_4,Burger,STAFF_15,Multan,2025-04-30,2,PKR 290,PKR 0.15,PKR 493.0,PKR 63.69,PKR 15.3,8,30,0,2
ORDER_453,CUST_19,REST_10,Karahi,STAFF_12,Lahore,2025-04-27,2,PKR 1532,PKR 0.1,PKR 2757.6,PKR 928.3,PKR 243.33,1,31,1,1
ORDER_454,CUST_61,REST_2,Sandwich,STAFF_16,Lahore,2025-01-27,2,PKR 678,PKR 0.1,PKR 1220.4,PKR 343.34,PKR 15.55,4,25,0,3
ORDER_455,CUST_72,REST_2,Karahi,STAFF_18,Lahore,2025-02-10,4,PKR 1309,PKR 0.15,PKR 4450.6,PKR 763.6,PKR 108.46,13,30,0,1
ORDER_456,CUST_44,REST_4,Fries,STAFF_14,Multan,2025-05-27,3,PKR 1215,PKR 0.05,PKR 3462.75,PKR 526.08,PKR 231.87,16,53,1,1
ORDER_457,CUST_76,REST_10,BBQ Platter,STAFF_11,Multan,2025-01-18,1,PKR 1783,PKR 0.15,PKR 1515.55,PKR 231.66,PKR 144.87,4,38,1,5
ORDER_458,CUST_99,REST_7,Sandwich,STAFF_16,Karachi,2025-01-01,1,PKR 545,PKR 0.05,PKR 517.75,PKR 189.59,PKR 46.77,5,48,1,2
ORDER_459,CUST_58,REST_9,Karahi,STAFF_13,Multan,2025-03-18,5,PKR 1015,PKR 0.05,PKR 4821.25,PKR 779.59,PKR 423.03,10,36,1,4
ORDER_460,CUST_92,REST_6,Burger,STAFF_19,Karachi,2025-01-16,5,PKR 1145,PKR 0.15,PKR 4866.25,PKR 1724.07,PKR 414.85,18,23,0,1
ORDER_461,CUST_1,REST_9,Sandwich,STAFF_4,Sukkur,2025-03-23,1,PKR 581,PKR 0.15,PKR 493.85,PKR 153.42,PKR 19.47,13,45,1,4
ORDER_462,CUST_49,REST_7,Pasta,STAFF_6,Lahore,2025-04-17,2,PKR 485,PKR 0.15,PKR 824.5,PKR 291.05,PKR 29.71,10,9,0,2
ORDER_463,CUST_18,REST_1,Burger,STAFF_1,Hyderabad,2025-02-05,4,PKR 1447,PKR 0.15,PKR 4919.8,PKR 1930.98,PKR 66.8,14,41,1,4
ORDER_464,CUST_90,REST_10,Fries,STAFF_20,Hyderabad,2025-04-01,4,PKR 1143,PKR 0.15,PKR 3886.2,PKR 1032.23,PKR 174.9,6,14,0,4
ORDER_465,CUST_78,REST_1,BBQ Platter,STAFF_8,Multan,2025-05-04,3,PKR 941,PKR 0.1,PKR 2540.7,PKR 279.57,PKR 9.62,12,45,1,1
ORDER_466,CUST_75,REST_8,Burger,STAFF_5,Multan,2025-03-04,3,PKR 1052,PKR 0.0,PKR 3156.0,PKR 811.11,PKR 192.54,3,30,0,5
ORDER_467,CUST_75,REST_5,Biryani,STAFF_11,Multan,2025-03-26,1,PKR 1060,PKR 0.15,PKR 901.0,PKR 228.67,PKR 42.28,12,26,0,3
ORDER_468,CUST_38,REST_3,Biryani,STAFF_20,Sukkur,2025-05-27,5,PKR 633,PKR 0.0,PKR 3165.0,PKR 914.02,PKR 182.98,10,3,0,5
ORDER_469,CUST_4,REST_5,BBQ Platter,STAFF_3,Hyderabad,2025-03-12,5,PKR 257,PKR 0.1,PKR 1156.5,PKR 203.1,PKR 71.22,9,54,1,1
ORDER_470,CUST_95,REST_2,Pizza,STAFF_19,Hyderabad,2025-05-05,4,PKR 857,PKR 0.05,PKR 3256.6,PKR 580.9,PKR 228.21,17,11,0,1
ORDER_471,CUST_44,REST_2,Pizza,STAFF_20,Hyderabad,2025-04-23,4,PKR 1641,PKR 0.15,PKR 5579.4,PKR 1847.4,PKR 132.76,6,46,1,2
ORDER_472,CUST_74,REST_6,Biryani,STAFF_9,Karachi,2025-05-17,1,PKR 443,PKR 0.15,PKR 376.55,PKR 82.7,PKR 11.35,13,14,0,4
ORDER_473,CUST_61,REST_5,Pizza,STAFF_17,Lahore,2025-05-16,1,PKR 691,PKR 0.15,PKR 587.35,PKR 126.05,PKR 18.54,2,43,1,1
ORDER_474,CUST_69,REST_6,Fries,STAFF_20,Sukkur,2025-05-30,3,PKR 653,PKR 0.1,PKR 1763.1,PKR 600.68,PKR 45.02,15,25,0,2
ORDER_475,CUST_94,REST_10,Pasta,STAFF_17,Sukkur,2025-01-04,2,PKR 741,PKR 0.0,PKR 1482.0,PKR 447.33,PKR 123.26,4,26,0,5
ORDER_476,CUST_14,REST_8,Sandwich,STAFF_8,Sukkur,2025-02-25,3,PKR 495,PKR 0.0,PKR 1485.0,PKR 159.06,PKR 13.65,20,60,1,1
ORDER_477,CUST_91,REST_2,Burger,STAFF_20,Hyderabad,2025-03-06,4,PKR 1444,PKR 0.05,PKR 5487.2,PKR 2023.68,PKR 381.72,15,18,0,1
ORDER_478,CUST_82,REST_8,Karahi,STAFF_14,Sukkur,2025-04-10,3,PKR 431,PKR 0.0,PKR 1293.0,PKR 236.86,PKR 8.07,2,21,0,3
ORDER_479,CUST_34,REST_3,BBQ Platter,STAFF_3,Lahore,2025-02-06,2,PKR 1349,PKR 0.15,PKR 2293.3,PKR 352.1,PKR 112.84,14,34,1,2
ORDER_480,CUST_79,REST_2,BBQ Platter,STAFF_9,Karachi,2025-04-25,1,PKR 249,PKR 0.0,PKR 249.0,PKR 67.58,PKR 6.24,16,1,0,2
ORDER_481,CUST_84,REST_1,Biryani,STAFF_13,Sukkur,2025-05-12,2,PKR 1533,PKR 0.1,PKR 2759.4,PKR 1024.8,PKR 158.57,16,45,1,4
ORDER_482,CUST_56,REST_7,Burger,STAFF_18,Hyderabad,2025-04-02,1,PKR 887,PKR 0.15,PKR 753.95,PKR 102.81,PKR 40.36,10,21,0,4
ORDER_483,CUST_8,REST_2,Sandwich,STAFF_18,Sukkur,2025-02-21,1,PKR 1822,PKR 0.15,PKR 1548.7,PKR 508.18,PKR 44.91,18,11,0,1
ORDER_484,CUST_50,REST_4,Karahi,STAFF_13,Karachi,2025-02-18,3,PKR 1096,PKR 0.0,PKR 3288.0,PKR 1201.98,PKR 144.01,2,8,0,2
ORDER_485,CUST_4,REST_10,Pasta,STAFF_16,Lahore,2025-04-26,1,PKR 1723,PKR 0.1,PKR 1550.7,PKR 387.53,PKR 149.64,2,1,0,3
ORDER_486,CUST_8,REST_6,Biryani,STAFF_13,Karachi,2025-05-18,2,PKR 1752,PKR 0.15,PKR 2978.4,PKR 1137.83,PKR 259.18,19,9,0,2
ORDER_487,CUST_10,REST_1,Pizza,STAFF_16,Karachi,2025-01-04,4,PKR 1957,PKR 0.0,PKR 7828.0,PKR 1352.72,PKR 507.87,2,11,0,3
ORDER_488,CUST_13,REST_8,Pizza,STAFF_19,Karachi,2025-01-17,1,PKR 333,PKR 0.15,PKR 283.05,PKR 78.83,PKR 17.43,7,51,1,4
ORDER_489,CUST_44,REST_7,Sandwich,STAFF_4,Multan,2025-01-12,5,PKR 381,PKR 0.1,PKR 1714.5,PKR 601.67,PKR 135.98,6,37,1,3
ORDER_490,CUST_9,REST_2,Karahi,STAFF_5,Lahore,2025-05-29,2,PKR 1526,PKR 0.1,PKR 2746.8,PKR 730.71,PKR 120.49,5,2,0,1
ORDER_491,CUST_81,REST_10,Fries,STAFF_6,Karachi,2025-03-14,4,PKR 265,PKR 0.0,PKR 1060.0,PKR 108.3,PKR 98.17,16,26,0,2
ORDER_492,CUST_27,REST_3,Karahi,STAFF_17,Lahore,2025-02-16,4,PKR 589,PKR 0.05,PKR 2238.2,PKR 633.77,PKR 8.42,16,45,1,5
ORDER_493,CUST_12,REST_5,Sandwich,STAFF_14,Karachi,2025-01-25,5,PKR 582,PKR 0.05,PKR 2764.5,PKR 373.91,PKR 146.57,12,39,1,5
ORDER_494,CUST_65,REST_4,BBQ Platter,STAFF_7,Sukkur,2025-05-02,1,PKR 496,PKR 0.0,PKR 496.0,PKR 168.14,PKR 33.99,6,31,1,2
ORDER_495,CUST_86,REST_1,Biryani,STAFF_12,Sukkur,2025-04-27,2,PKR 990,PKR 0.1,PKR 1782.0,PKR 356.91,PKR 143.48,4,2,0,1
ORDER_496,CUST_69,REST_3,Pizza,STAFF_1,Lahore,2025-05-29,5,PKR 337,PKR 0.0,PKR 1685.0,PKR 620.96,PKR 121.56,14,20,0,2
ORDER_497,CUST_96,REST_6,Pasta,STAFF_4,Sukkur,2025-04-07,2,PKR 300,PKR 0.05,PKR 570.0,PKR 183.15,PKR 49.58,8,57,1,1
ORDER_498,CUST_61,REST_10,BBQ Platter,STAFF_2,Lahore,2025-04-28,2,PKR 542,PKR 0.15,PKR 921.4,PKR 141.36,PKR 34.41,7,46,1,3
ORDER_499,CUST_35,REST_4,Sandwich,STAFF_5,Karachi,2025-04-28,5,PKR 222,PKR 0.1,PKR 999.0,PKR 140.81,PKR 85.08,6,26,0,3
ORDER_500,CUST_29,REST_5,Pizza,STAFF_20,Hyderabad,2025-05-06,5,PKR 1232,PKR 0.05,PKR 5852.0,PKR 737.01,PKR 501.5,7,55,1,5
